,Intrinsic,Extrinsic
AL365194.1,0.565582999,0.434417001
LINC00237,1,9.55E-30
LINC00972,NA,NA
AL035250.1,5.70E-05,0.999943039
PSME2P2,1,3.90E-15
MORF4L1P4,0.809956725,0.190043275
PGBD4P5,1.19E-06,0.999998808
DYNC1I2P1,0.498012401,0.501987599
SLC9A3-AS1,0.999771685,0.000228315
AL358216.1,NA,NA
AC114495.1,7.07E-07,0.999999293
AC018643.1,NA,NA
AC073957.1,NA,NA
RPS12P10,0.840845329,0.159154671
AL050338.1,0.916708808,0.083291192
GOLGA2P7,0.999999996,3.68E-09
AL160290.1,3.07E-07,0.999999693
AL450996.1,NA,NA
TOMM22P5,0.991284397,0.008715603
AC012354.1,0.583916028,0.416083972
HSPE1P24,NA,NA
NPM1P39,0.550619572,0.449380428
LINC00618,0.063709665,0.936290335
AC090071.1,0.451236099,0.548763901
AC012462.1,0.015027922,0.984972078
TXNP2,0.034209067,0.965790933
BRI3P1,NA,NA
AL049737.1,0.255085597,0.744914403
DUTP6,0.1602912,0.8397088
AC096631.1,NA,NA
AL662890.2,0.364285464,0.635714536
OSTM1-AS1,3.57E-05,0.999964328
AC109780.1,5.40E-138,1
ATP5LP4,0.945959036,0.054040964
AL590617.2,1,8.51E-16
RPSAP58,0.502780508,0.497219492
LINC00457,NA,NA
AATK-AS1,1,1.37E-25
AL121584.1,NA,NA
AC092601.1,0.694966353,0.305033647
AL353898.1,1.22E-06,0.999998777
AC013283.1,5.70E-07,0.99999943
AC073283.1,1,3.30E-44
REREP1Y,0.105874166,0.894125834
PLEKHM1,0.997533468,0.002466532
AL136455.1,0.364285438,0.635714562
ZNF33BP1,0.662209955,0.337790045
AC091167.1,1,4.53E-20
LINC00092,0.697673323,0.302326677
AC078962.1,NA,NA
RPL10P17,NA,NA
SSXP3,0.931992447,0.068007553
AC246787.1,0.496754486,0.503245514
AL139230.1,NA,NA
AC078883.1,0.214422607,0.785577393
MIR137HG,1,1.70E-43
AL133387.1,NA,NA
AC092637.1,NA,NA
DUXAP9,0.80309356,0.19690644
AP001793.1,0.961140098,0.038859902
AC073367.1,NA,NA
AC079790.1,NA,NA
SMARCE1P1,1,2.05E-17
AC007362.1,0.991189108,0.008810892
HSPA7,0.624717522,0.375282478
AP001628.1,NA,NA
PLA2G12AP2,NA,NA
CHCHD4P5,0.619457861,0.380542139
RPS27AP12,1,5.64E-49
ARL2BPP10,NA,NA
LINC01795,0.4205349,0.5794651
AC008937.1,1.95E-05,0.999980491
LINC02470,0.467787381,0.532212619
AL592402.1,0.541386727,0.458613273
TRAPPC12-AS1,0.364285431,0.635714569
INTS6L-AS1,NA,NA
AP000936.2,NA,NA
Z93015.1,NA,NA
RPL21P107,NA,NA
AC117490.1,NA,NA
COX6B1P7,0.041259106,0.958740894
AL021026.1,0.756383539,0.243616461
AC069152.1,0.012719454,0.987280546
RPS2P1,1,1.04E-25
LINC00378,NA,NA
RPL5P25,1,2.08E-77
AC011225.1,NA,NA
ARMC8P1,0.037013372,0.962986628
LINC01297,1,1.44E-43
TRAPPC2P5,NA,NA
AC009478.1,NA,NA
ST13P6,0.200494393,0.799505607
PCDH9-AS3,NA,NA
ZNRF2P2,0.999995729,4.27E-06
TAF1A-AS1,1,5.75E-29
RPL8P2,0.811243637,0.188756363
LINC00705,0.771842001,0.228157999
CICP12,2.62E-16,1
AC074281.1,0.048756031,0.951243969
AL451074.3,NA,NA
NUP210P2,NA,NA
MTND1P18,0.791571262,0.208428738
AL121987.1,0.686314447,0.313685553
AL158013.1,NA,NA
AP000350.2,0.637193785,0.362806215
AC018693.1,NA,NA
LINC01770,0.752440369,0.247559631
AC005105.1,NA,NA
OFD1P13Y,NA,NA
RPL29P29,4.61E-07,0.999999539
AL158212.1,1,8.04E-15
ABCD1P4,NA,NA
OSTCP2,0.162516315,0.837483685
MTND4P4,0.974429651,0.025570349
AC126124.1,NA,NA
LINC00113,NA,NA
AL139240.1,NA,NA
AL591623.1,1,7.73E-20
AC023283.1,0.99996811,3.19E-05
AL117341.1,NA,NA
AC106901.1,0.002346162,0.997653838
ASS1P11,0.491998697,0.508001303
DNAJC19P4,NA,NA
AL024474.2,0.896642682,0.103357318
AL513327.1,0.162766246,0.837233754
AC018634.1,1,4.68E-27
AL591178.1,0.841117074,0.158882926
LINC00350,NA,NA
LINC01427,1,8.41E-19
Z84721.1,NA,NA
AL583804.1,2.58E-05,0.999974164
USP9YP19,NA,NA
USP17L3,7.59E-07,0.999999241
LINC01594,NA,NA
LHFPL3-AS2,1,2.50E-78
AF064860.1,NA,NA
LINC01678,0.217422774,0.782577226
AL035404.1,1.12E-53,1
AL391811.1,NA,NA
AC016027.1,0.91417285,0.08582715
HMGB3P1,1,1.29E-43
AL353608.1,NA,NA
RPL23AP18,0.630030801,0.369969199
AL354740.1,1,1.10E-14
AC013269.2,NA,NA
AC079630.1,1,2.09E-10
RPL21P66,NA,NA
AL035252.1,0.744405471,0.255594529
SNX18P3,0.395490376,0.604509624
SLC25A5P8,0.75529236,0.24470764
AC022080.2,NA,NA
FREM2-AS1,NA,NA
RPL31P53,NA,NA
RPL7AP52,NA,NA
ARL6IP1P2,1,1.08E-28
AC093840.1,0.547746659,0.452253341
RPF2P1,1,6.72E-44
MIPEPP1,0.001002563,0.998997437
AL358393.1,NA,NA
AL772155.2,NA,NA
PPP1R26-AS1,1,4.13E-16
CT62,0.36428543,0.63571457
ATP6V0E1P1,NA,NA
AC078942.1,0.247040301,0.752959699
TDGF1P3,1,1.25E-43
AC009506.2,NA,NA
AC243962.1,NA,NA
CICP8,0.037015062,0.962984938
TMEM246-AS1,NA,NA
NRSN2-AS1,1,3.67E-17
AC015977.2,0.822810327,0.177189673
IGKV1OR9-2,NA,NA
RPS5P7,0.008579507,0.991420493
SFTA1P,NA,NA
AL606662.1,NA,NA
AL353572.1,NA,NA
AC099754.1,NA,NA
AL591896.1,0.218531098,0.781468902
NHEG1,NA,NA
AC016700.1,0.374740496,0.625259504
BX571846.1,1.69E-07,0.999999831
AC106883.1,0.044737364,0.955262636
FAM236D,NA,NA
AC244505.3,NA,NA
PGM5P4,0.760308267,0.239691733
AC121247.1,0.727225947,0.272774053
RAB28P5,0.857506951,0.142493049
TGIF2P1,0.378713958,0.621286042
AC010878.1,1,2.26E-10
RPL26P34,0.015202107,0.984797893
RPS15AP17,0.036536091,0.963463909
AC080125.1,1,4.61E-20
AC025188.1,0.954065785,0.045934215
AL136980.1,1,2.73E-14
CR786580.1,1,1.67E-17
LINC02557,NA,NA
CCRL1P1,NA,NA
AC104843.1,0.405739174,0.594260826
AL049648.1,NA,NA
AKR1C5P,0.739273865,0.260726135
RPL21P3,0.507194711,0.492805289
AC104134.1,1,2.60E-115
AC019330.1,0.656180643,0.343819357
RBMS1P1,0.498409619,0.501590381
TNPO1P1,0.966844024,0.033155976
AL391869.1,0.658685052,0.341314948
LINC00331,NA,NA
NDUFB4P7,2.64E-07,0.999999736
LINC01671,0.698252866,0.301747134
MTND1P12,NA,NA
LINC01504,1,2.42E-26
PACRG-AS2,0.946248055,0.053751945
KRT41P,0.451813637,0.548186363
BOLA3-AS1,0.203560004,0.796439996
MPRIP-AS1,0.086346339,0.913653661
AC004938.1,0.920905736,0.079094264
LINC01867,0.012171052,0.987828948
LINC01763,0.958708183,0.041291817
RPS15AP10,1,2.82E-74
AC009477.1,NA,NA
RAB6C-AS1,0.420764994,0.579235006
AL021707.1,0.533091035,0.466908965
AC092634.2,NA,NA
TPI1P4,0.002931784,0.997068216
AC073346.1,1,7.68E-36
AL049812.2,NA,NA
AL590233.1,NA,NA
FDPSP1,0.629285521,0.370714479
ZNF70P1,1,2.70E-115
RFPL1S,0.980819213,0.019180787
OFD1P10Y,NA,NA
AL023773.1,0.95668316,0.04331684
JPX,0.999994621,5.38E-06
BX119917.1,NA,NA
AL136366.1,7.88E-07,0.999999212
ATP13A4-AS1,2.25E-07,0.999999775
AC099789.1,NA,NA
MTCO3P5,5.08E-07,0.999999492
AC099730.1,0.052701858,0.947298142
AL031737.1,NA,NA
PLCB1-IT1,0.927573607,0.072426393
AC006548.1,NA,NA
RPS6P14,NA,NA
AC244035.1,1,1.35E-43
NUTM2B-AS1,0.802181948,0.197818052
AL663058.1,1,1.06E-10
AL390119.1,6.51E-07,0.999999349
AC092447.4,NA,NA
AL354707.1,0.869684195,0.130315805
UBE2Q2P4Y,NA,NA
GBP1P1,1,1.40E-10
LINC01107,0.240285458,0.759714542
AC104651.1,1,3.11E-18
KCNMA1-AS2,NA,NA
AC002064.1,0.847014267,0.152985733
AL663061.1,0.933938042,0.066061958
SNRPFP3,NA,NA
GAPDHP16,0.419539171,0.580460829
AC104332.1,NA,NA
CYP4A22-AS1,0.730942533,0.269057467
AC069282.1,NA,NA
SSXP5,NA,NA
AIFM1P1,0.001556085,0.998443915
PCDH8P1,0.905190406,0.094809594
LINC00475,1,1.54E-26
AL158824.1,0.999141231,0.000858769
MTND1P34,NA,NA
FAM197Y5,NA,NA
LINC01703,0.668696136,0.331303864
AL365434.1,NA,NA
TTTY16,NA,NA
AC005237.1,NA,NA
AL592114.2,0.935179649,0.064820351
IGKV6D-21,0.999998697,1.30E-06
MKRN2OS,0.855352829,0.144647171
AL450384.1,NA,NA
Z82206.1,0.387552189,0.612447811
SP3P,0.229614899,0.770385101
AL807761.2,0.218739167,0.781260833
AL731684.1,NA,NA
PAWRP1,0.868122114,0.131877886
LINC01393,0.281353896,0.718646104
STIP1P3,0.139727447,0.860272553
AC073325.1,NA,NA
OR5BE1P,0.348792754,0.651207246
LINC01821,0.599027315,0.400972685
AC002480.1,1,5.17E-12
ZNF385D-AS1,NA,NA
AC245452.2,1,5.68E-21
AL162399.1,NA,NA
LINC02476,0.167432632,0.832567368
LINC01980,NA,NA
AL359634.1,0.815556255,0.184443745
AL157827.1,NA,NA
NAALADL2-AS1,0.965000784,0.034999216
AL359764.1,0.177385716,0.822614284
AP000320.1,NA,NA
C2CD4D,0.311683795,0.688316205
MTCO3P20,1.04E-06,0.999998955
UBE2D3P2,0.299398026,0.700601974
AC083867.1,3.59E-05,0.999964087
FAM197Y8,NA,NA
LINC01710,NA,NA
AC006076.1,NA,NA
LINC01492,0.015291823,0.984708177
AC093155.1,0.619101595,0.380898405
CCT4P2,NA,NA
AC013733.1,NA,NA
DOCK4-AS1,0.330624816,0.669375184
RPL35P5,0.55916301,0.44083699
DRAXINP1,0.76488193,0.23511807
NCBP2-AS1,NA,NA
EDNRB-AS1,NA,NA
AL358942.1,0.382539213,0.617460787
TRIM53AP,0.890955114,0.109044886
AC011193.1,NA,NA
AC004690.1,0.20848249,0.79151751
IPPKP1,0.915752148,0.084247852
AC096669.1,NA,NA
BX248409.1,0.869341769,0.130658231
AC098826.1,NA,NA
LINC01623,1,1.07E-25
AL606519.1,NA,NA
MTOR-AS1,NA,NA
AC244394.1,0.993990803,0.006009197
AC092813.1,NA,NA
AC005281.1,0.940247734,0.059752266
CDY20P,NA,NA
AC007679.2,1.01E-06,0.999998988
LINC02158,0.999999991,9.23E-09
AC099552.2,0.691171491,0.308828509
LINCMD1,0.917397221,0.082602779
ZNF469,1,3.50E-11
RBMY2UP,NA,NA
AL138785.1,0.910021762,0.089978238
MYT1L-AS1,0.884321428,0.115678572
AC104463.1,0.583094801,0.416905199
PPIAP17,NA,NA
AGBL4-IT1,0.954368358,0.045631642
TBL1YP1,NA,NA
AC090517.1,0.945820258,0.054179742
C9orf135-AS1,0.31203355,0.68796645
MTND2P28,0.008156502,0.991843498
AL161644.1,1.69E-05,0.999983115
HNRNPA3P15,0.144950431,0.855049569
AP001046.1,0.302353649,0.697646351
PABPC1P12,0.006980813,0.993019187
PGAM1P2,0.00043822,0.99956178
LINC01729,NA,NA
SNRPEP5,0.003017497,0.996982503
AL606491.1,0.188475173,0.811524827
RPL35AP4,NA,NA
AC005487.1,NA,NA
SBDSP1,0.602361271,0.397638729
AC064875.1,1,6.91E-62
EIF2S2P5,0.817753617,0.182246383
KCNMA1-AS3,NA,NA
RNF19BPY,NA,NA
BX255923.1,NA,NA
AL118511.2,9.46E-06,0.999990539
LINC01716,NA,NA
TAF13P2,NA,NA
Z99497.1,4.35E-05,0.999956505
RPL14P5,NA,NA
AC012519.1,1,2.30E-28
MCRIP1,0.722448119,0.277551881
YWHAZP8,0.335631544,0.664368456
AC073475.1,0.999998996,1.00E-06
RPL23AP27,5.70E-07,0.99999943
CADM3-AS1,0.999999585,4.15E-07
FCF1P6,0.951548399,0.048451601
CCNT2P1,NA,NA
AC104164.1,1,8.64E-105
IPO7P2,0.451052587,0.548947413
LINC01771,0.45408542,0.54591458
AC002378.1,NA,NA
AP000619.1,8.32E-07,0.999999168
AL163953.1,0.685184525,0.314815475
AC005730.1,0.250858763,0.749141237
PACRG-AS3,0.284677015,0.715322985
FAM225B,1.32E-11,1
TSPY5P,NA,NA
AL442647.1,0.932314861,0.067685139
TREML5P,NA,NA
LAGE3P1,1,1.04E-133
HNRNPA1P35,1,3.34E-30
SLC26A6,1,4.23E-13
IGHV3-72,1.57E-06,0.999998432
EIF4A1P13,NA,NA
AC114737.1,0.808918293,0.191081707
AL031274.1,0.974559526,0.025440474
AC004899.1,0.159913257,0.840086743
PTPRD-AS1,3.33E-23,1
AL354984.2,3.95E-06,0.999996045
AL355149.1,NA,NA
AL512326.1,0.396257017,0.603742983
ATP5G2P1,0.535761141,0.464238859
RPL30P1,NA,NA
AL512504.1,NA,NA
ELOCP13,NA,NA
AC092100.1,1,1.17E-43
NMNAT1P2,0.888376377,0.111623623
AL031846.1,0.99935797,0.00064203
AL592166.1,1,2.29E-109
BX890604.2,NA,NA
MTND6P15,NA,NA
ASH2LP3,0.352546556,0.647453444
FAM66E,4.25E-06,0.999995754
AC007000.2,0.686166096,0.313833904
AL139184.1,NA,NA
AL034399.1,NA,NA
AL096772.1,0.93999708,0.06000292
AP001627.1,1,1.82E-40
FGD5-AS1,0.678564449,0.321435551
NEK4P1,0.999992716,7.28E-06
NRG3-AS1,0.717499586,0.282500414
NPM1P18,0.1877358,0.8122642
ELOCP6,NA,NA
AC245517.1,0.213382668,0.786617332
LINC02036,NA,NA
AC017002.2,0.289389087,0.710610913
AL773572.1,0.938730951,0.061269049
MEG8,0.198417012,0.801582988
AL357500.1,NA,NA
AC087501.1,NA,NA
AL023581.1,NA,NA
AL451063.1,0.905717989,0.094282011
DBH-AS1,1,2.93E-27
RPS17P17,0.427381359,0.572618641
LINC00489,NA,NA
LINC00431,1,1.97E-43
AL596247.1,0.949013537,0.050986463
LINC01389,0.489195074,0.510804926
P3H2-AS1,0.941589323,0.058410677
LINC01831,0.952011331,0.047988669
DHRS4L1,1,1.85E-96
AL049637.1,NA,NA
AL161646.1,0.794722855,0.205277145
CROCCP1,0.999998584,1.42E-06
RPS29P3,0.04276689,0.95723311
SIRPAP1,0.183906945,0.816093055
AL137220.1,1.61E-06,0.999998385
DDX39AP1,NA,NA
PROSER2-AS1,0.309240856,0.690759144
AL122001.1,1,1.88E-23
OR6V1,0.783669558,0.216330442
MIAT,0.989723401,0.010276599
AL109610.1,NA,NA
LSM3P3,0.178738564,0.821261436
AC007953.1,NA,NA
TRAM2-AS1,0.998110227,0.001889773
AC004540.2,1,4.29E-17
AL080250.1,0.999999888,1.12E-07
AC073321.1,NA,NA
AC006463.1,NA,NA
MTND4P23,0.686166286,0.313833714
UBDP1,NA,NA
AC025918.1,NA,NA
RABEPKP1,0.001142841,0.998857159
WARSP1,1.78E-06,0.999998217
MRPS11P1,0.930061422,0.069938578
DEFB131B,NA,NA
AL121917.1,0.000776576,0.999223424
AC069281.1,0.05187817,0.94812183
DNAJC19P5,0.54126217,0.45873783
RBMY2KP,NA,NA
AL354771.1,NA,NA
AC009299.1,0.834652553,0.165347447
GRPEL2P2,0.120968006,0.879031994
AC092669.1,0.045680084,0.954319916
GTF3AP5,NA,NA
AC118653.1,0.798401497,0.201598503
AC013269.3,NA,NA
UBXN7-AS1,0.891980794,0.108019206
RPL7P45,4.14E-06,0.999995859
IGHD6-25,NA,NA
LINC00626,0.133611278,0.866388722
SFTPA3P,NA,NA
FAM229A,0.999999222,7.78E-07
ERCC6,0.901829689,0.098170311
RPS18P1,0.955335324,0.044664676
AL035090.1,NA,NA
GS1-594A7.3,0.662708585,0.337291415
AL157400.1,NA,NA
TRMT2B-AS1,NA,NA
AC010970.1,0.134604788,0.865395212
AC139712.2,NA,NA
NIPA2P1,0.826565319,0.173434681
AC112719.1,0.930721318,0.069278682
MKRN7P,0.323511435,0.676488565
AL355490.1,1,6.92E-31
HLA-S,NA,NA
AL451139.1,1.03E-07,0.999999897
RUSC1-AS1,1,1.39E-25
PCNPP2,0.094227793,0.905772207
AL162431.1,NA,NA
BX295541.1,NA,NA
LINC02072,0.928645303,0.071354697
AL645939.2,1,3.28E-36
AL022315.1,NA,NA
AC016582.1,0.781004077,0.218995923
AC008696.1,1,7.17E-109
LINC00368,7.97E-31,1
AC245100.2,1,1.70E-24
LINC01529,0.364285432,0.635714568
LINC00694,0.999999965,3.54E-08
AC024067.1,NA,NA
PSG8-AS1,0.00531137,0.99468863
SERBP1P2,NA,NA
AL109924.1,1,5.61E-62
LINC00115,0.99999983,1.70E-07
AC009365.1,0.091745418,0.908254582
LINC01456,NA,NA
BMS1P11,5.90E-07,0.99999941
AC098872.1,NA,NA
AC023590.1,1,3.79E-29
AL445490.1,NA,NA
AC012368.1,0.299708457,0.700291543
AL513365.2,1,1.84E-26
AL136231.1,0.701207022,0.298792978
TRAPPC2P8,NA,NA
AC007742.1,NA,NA
AC002075.1,0.939800321,0.060199679
FRG2B,1,6.63E-134
HSPE1P13,NA,NA
MTND2P9,0.666509899,0.333490101
AL035404.2,NA,NA
MORF4L1P7,0.683494829,0.316505171
AL391244.2,0.247500439,0.752499561
AP000949.1,0.02535732,0.97464268
RPS27P16,NA,NA
AC009310.1,NA,NA
AL121871.1,0.448187459,0.551812541
AL138767.3,NA,NA
AL671511.1,1,1.59E-37
AC007879.2,NA,NA
RPL7P59,0.377864404,0.622135596
LINC01745,NA,NA
RIMKLBP2,0.584472435,0.415527565
NOL7,0.830309132,0.169690868
RPL21P92,0.937047811,0.062952189
AC092393.1,0.916342802,0.083657198
TAB2-AS1,1,1.00E-43
AL672138.1,0.955631605,0.044368395
CACYBPP1,0.916945514,0.083054486
AC000036.1,0.162766017,0.837233983
LINC02249,1,2.05E-115
AL139246.2,1,4.05E-10
CTAGE4,0.013110687,0.986889313
AC133965.1,0.218739201,0.781260799
AL592310.1,0.009251045,0.990748955
BANF1P5,6.68E-07,0.999999332
AL731557.1,0.356020892,0.643979108
PCA3,1,1.35E-13
AL109741.1,0.218164774,0.781835226
C5orf67,0.024282377,0.975717623
LINC01875,3.23E-07,0.999999677
AC016907.1,NA,NA
RIOK3P1,0.758312529,0.241687471
AL121574.1,4.41E-06,0.999995594
AL596448.1,NA,NA
AL158210.1,0.290406961,0.709593039
Z77249.1,9.82E-05,0.999901774
NTF4,NA,NA
ODF2-AS1,NA,NA
AL512444.1,NA,NA
SATB2-AS1,0.272890365,0.727109635
AL050320.1,NA,NA
AC231532.1,NA,NA
MTND4P3,NA,NA
AL441989.1,NA,NA
AC009950.1,1,2.13E-25
NRIR,0.032280514,0.967719486
AL117339.2,NA,NA
ELFN1,7.85E-20,1
ABHD11-AS1,1,5.20E-11
AL500522.1,NA,NA
AC003071.1,0.795249398,0.204750602
MTND1P23,0.136985308,0.863014692
PIGBOS1,0.999198535,0.000801465
AC005550.1,NA,NA
LINC01534,0.376960688,0.623039312
CKS1BP2,0.955461119,0.044538881
HAR1A,0.515560641,0.484439359
AC010746.1,0.80375853,0.19624147
OR7E19P,5.23E-05,0.999947747
AC102953.1,0.300222715,0.699777285
AL355482.2,0.000364504,0.999635496
HMGB1P26,0.83538268,0.16461732
UBXN10-AS1,0.55747016,0.44252984
LAMP5-AS1,0.595446871,0.404553129
SNRPEP7,1,1.72E-27
RPL23AP34,1,8.38E-24
TRGVA,0.378713957,0.621286043
OR4A8,0.92941115,0.07058885
NDUFA12P1,NA,NA
GTF2IP14,0.140508756,0.859491244
AL354714.3,NA,NA
AL591468.1,0.000964852,0.999035148
AL513303.1,0.959257697,0.040742303
BX005266.2,1,6.76E-16
SEPT14P3,NA,NA
KCNIP2-AS1,0.649660509,0.350339491
AL355852.1,NA,NA
OFD1P1Y,NA,NA
AP001434.1,0.9649248,0.0350752
MRPS18BP1,0.830496326,0.169503674
AL358176.2,NA,NA
CCT8P1,0.601639747,0.398360253
RPL36AP55,0.088251693,0.911748307
PRICKLE2-AS3,0.903000333,0.096999667
CDK2AP2P3,0.002077825,0.997922175
AC026167.1,NA,NA
CT47A6,NA,NA
COX5BP7,NA,NA
LGALS17A,0.569496743,0.430503257
AC092802.1,0.293425227,0.706574773
PFN1P12,NA,NA
LINC01772,0.19202307,0.80797693
HLA-DQB3,0.901785075,0.098214925
FGF13-AS1,0.935576004,0.064423996
AL035530.1,1.52E-07,0.999999848
NANOGNBP1,0.738863338,0.261136662
AL590648.1,3.27E-07,0.999999673
LINC01040,NA,NA
PPIAP21,0.001983612,0.998016388
AC005740.1,NA,NA
AC010745.1,0.295961863,0.704038137
CDY10P,0.035732619,0.964267381
AP000561.1,NA,NA
AC234644.1,NA,NA
AP1S2P1,0.728885795,0.271114205
AL807761.3,NA,NA
YBX1P8,1,1.15E-69
AC123769.1,0.27643212,0.72356788
ZNF503-AS1,1,9.15E-21
LINC01776,0.787044612,0.212955388
MEMO1P1,0.11329894,0.88670106
PAICSP1,1.99E-05,0.999980094
MTND4P32,0.999806094,0.000193906
PHF2P2,1.14E-06,0.999998858
AC092570.1,NA,NA
HMGB3P20,0.033162498,0.966837502
PCMTD1P1,NA,NA
AC009531.1,9.82E-08,0.999999902
PGBD4P6,0.990570043,0.009429957
ZBTB45P2,NA,NA
AC009541.1,0.264996416,0.735003584
LINC00623,0.977489599,0.022510401
HNRNPA3P4,0.784770306,0.215229694
AL139275.1,0.792535803,0.207464197
AC016772.1,0.985742132,0.014257868
PRSS44,NA,NA
PHKG1P1,NA,NA
AL356309.1,NA,NA
AL138830.1,NA,NA
AC062028.2,0.793618596,0.206381404
USP12PX,0.088666469,0.911333531
AC096915.1,0.415013924,0.584986076
SLC39A12-AS1,0.135440641,0.864559359
AC113935.1,0.55049929,0.44950071
UQCRFS1P1,0.312801223,0.687198777
EIF3LP3,0.999992765,7.23E-06
AC073283.2,0.416309146,0.583690854
AL158839.1,NA,NA
AL122017.1,0.968442962,0.031557038
LINC00937,0.533036458,0.466963542
RBMY2AP,NA,NA
RPS28P8,NA,NA
RPL7P3,0.847805135,0.152194865
AC087499.2,NA,NA
AC099342.1,NA,NA
SEC11B,0.214586003,0.785413997
LINC02097,0.716179931,0.283820069
SEPT7P3,0.002111961,0.997888039
AC004383.1,0.935898577,0.064101423
RAB28P1,NA,NA
BX323845.2,NA,NA
FCF1P4,NA,NA
AL133217.1,NA,NA
NDUFB4P5,0.421854965,0.578145035
AP001476.2,0.984108987,0.015891013
USP9YP6,NA,NA
AC090844.1,NA,NA
MTND3P1,NA,NA
Z80107.1,NA,NA
AC009487.2,0.47985091,0.52014909
DDC-AS1,0.649552513,0.350447487
FTCDNL1,0.759013668,0.240986332
LINC01907,1,6.81E-32
PSMC1P12,0.516590237,0.483409763
RPL26P9,0.832872443,0.167127557
AC013248.1,NA,NA
AC073465.2,0.189000626,0.810999374
RPS3AP46,0.787217355,0.212782645
AL356289.1,NA,NA
AL359502.1,0.223476947,0.776523053
BAIAP2-AS1,0.999999856,1.44E-07
AC004801.1,0.798969724,0.201030276
AL355339.1,NA,NA
AC244107.1,NA,NA
RPL35P8,0.928500919,0.071499081
Z98752.1,NA,NA
RPS27AP3,0.801677675,0.198322325
KRT16P6,0.74346341,0.25653659
TUBBP10,NA,NA
SLC25A39P1,NA,NA
AL356124.1,0.261901298,0.738098702
Z93242.1,NA,NA
AC124944.1,1,7.95E-63
RPL23AP76,0.159740924,0.840259076
OR52E3P,NA,NA
CLCP2,NA,NA
LINC01375,0.343993773,0.656006227
AC137499.1,NA,NA
EIF4A1P5,0.195781729,0.804218271
AL513185.1,NA,NA
FGFR3P6,0.809538977,0.190461023
AC244670.1,NA,NA
AP4B1-AS1,0.999998331,1.67E-06
AL589794.1,4.29E-05,0.999957149
AL121885.1,5.55E-07,0.999999445
AL139420.1,NA,NA
TEX22,1,2.13E-44
LINC00685,NA,NA
AC010536.1,1,9.61E-29
AL132671.1,NA,NA
RANP7,0.750310046,0.249689954
TRIM64FP,0.959842837,0.040157163
ELOCP21,1,1.22E-133
HNRNPA1P3,0.929623425,0.070376575
CLK3P2,0.254116096,0.745883904
AL049548.1,NA,NA
LINC02519,0.590665995,0.409334005
GAPDHP75,0.964818993,0.035181007
AL583785.1,1,1.80E-11
AC112492.2,2.31E-06,0.999997689
SGMS1-AS1,0.667572736,0.332427264
LINC01733,1.40E-07,0.99999986
AL157359.1,NA,NA
AC007790.1,NA,NA
BX470209.1,NA,NA
AL080316.1,NA,NA
AL513285.1,NA,NA
C8orf59P1,NA,NA
AC215219.1,0.507761089,0.492238911
AL445466.1,NA,NA
TRGV6,NA,NA
UBQLN4P2,4.40E-05,0.999956012
RPS12P5,1,5.70E-34
RPL19P1,0.152454222,0.847545778
AC079163.1,NA,NA
CICP22,0.680038904,0.319961096
AC022431.1,0.445703075,0.554296925
AC079168.1,NA,NA
TSPY16P,NA,NA
PRELID3BP1,0.883229403,0.116770597
RPLP0P1,NA,NA
AC007237.1,0.913054017,0.086945983
NPIPB14P,0.58970485,0.41029515
Z82188.1,NA,NA
KRT18P24,0.634374947,0.365625053
LEMD1-AS1,0.000949899,0.999050101
GAS1RR,0.904848356,0.095151644
AC132807.1,0.891049535,0.108950465
AL031658.1,9.14E-16,1
LINC00381,NA,NA
Z75746.1,1,8.46E-66
RPS17P8,0.000495782,0.999504218
RPL37AP1,0.19559669,0.80440331
ZNF32-AS1,NA,NA
KRT18P36,1,1.08E-43
SUPT4H1P1,0.837216051,0.162783949
AL365271.1,NA,NA
LINC00408,NA,NA
AL451060.1,0.268298289,0.731701711
AL135960.1,0.418746545,0.581253455
MRPL35P3,NA,NA
PTP4A1P3,NA,NA
UBE2V2P1,NA,NA
GRM7-AS3,0.981928536,0.018071464
GTF2H2B,0.273271141,0.726728859
AC064836.1,0.165582847,0.834417153
PHKBP1,0.000958337,0.999041663
ISM1-AS1,1.17E-07,0.999999883
AC009961.1,0.131909681,0.868090319
AC135977.1,0.420284521,0.579715479
ZNF736P2Y,NA,NA
ARHGAP26-AS1,NA,NA
AC079305.2,0.768610999,0.231389001
AC093382.1,NA,NA
AC105393.1,NA,NA
PSPHP1,NA,NA
RPL12P10,0.247040274,0.752959726
AL049641.1,0.790315022,0.209684978
AL031123.1,1,1.50E-31
ARPC3P1,0.662796015,0.337203985
NUP35P2,1.90E-07,0.99999981
AL008733.1,2.07E-05,0.999979326
TMEM191A,0.435584519,0.564415481
OR52I2,0.46318034,0.53681966
CDCA4P3,NA,NA
AC091729.2,NA,NA
AL606495.1,0.145420542,0.854579458
AC036101.1,NA,NA
AC007677.1,0.9379017,0.0620983
RAD23BP3,0.357370305,0.642629695
RPSAP62,1.42E-06,0.999998578
PDCL3P1,0.876734181,0.123265819
AC122683.1,0.836327292,0.163672708
AL358612.1,0.654906547,0.345093453
NPY6R,0.52566039,0.47433961
HNRNPDLP1,NA,NA
AL122058.1,0.789564951,0.210435049
SMARCE1P2,0.154010602,0.845989398
AL022157.1,0.487810776,0.512189224
CFLAR-AS1,1,1.03E-35
MTCYBP12,0.954627029,0.045372971
ZNF192P1,1,3.08E-28
LINC00351,NA,NA
RPS3AP38,1,1.55E-85
